store_id,total_revenue,avg_transaction,transaction_count,unique_customers,avg_customer_loyalty,total_units,revenue_per_transaction,revenue_per_customer,revenue_rank
357,8332.13,1.812909051348999,4596,952,10.687119234116624,5465,1.812909051348999,8.752237394957982,26
162,8212.04,1.714055520768107,4791,1420,9.661657274055521,5672,1.714055520768107,5.7831267605633805,27
54,8075.21,1.8924794937895477,4267,949,13.097023670025779,5418,1.8924794937895477,8.50917808219178,28
184,8043.41,1.9055697701966359,4221,966,11.285240464344941,5130,1.9055697701966359,8.326511387163562,29
324,7931.4800000000005,1.7216149337963969,4607,1229,10.9194703711743,5455,1.7216149337963969,6.453604556550041,30
276,7862.45,1.798364592863678,4372,1013,11.46683440073193,5100,1.798364592863678,7.7615498519249755,31
341,7851.38,1.884180465562755,4167,1354,8.250779937604992,4867,1.884180465562755,5.798655834564254,32
103,7842.97,1.7267657419638927,4542,1137,9.809335094671951,5413,1.7267657419638927,6.897950747581355,33
35,7821.2,1.8372562837679116,4257,1334,9.375851538642236,5185,1.8372562837679116,5.8629685157421285,34
126,7796.68,1.7788455395847593,4383,1266,8.622404745608032,5076,1.7788455395847593,6.158515007898894,35
235,7782.46,1.895848964677223,4105,1056,9.764433617539586,4711,1.895848964677223,7.369753787878788,36
16,7729.82,1.6738458207016023,4618,1474,7.768731052403638,5499,1.6738458207016023,5.2441112618724555,37
241,7638.82,1.8274688995215311,4180,1163,9.474401913875598,4853,1.8274688995215311,6.568202923473774,38
33,7567.4,1.8021909978566324,4199,1173,8.458680638247202,4949,1.8021909978566324,6.451321398124467,39
5,7550.4,1.7421319796954313,4334,1164,9.614674665436088,5202,1.7421319796954313,6.48659793814433,40
285,7405.57,1.9260260078023406,3845,1151,9.206241872561769,4489,1.9260260078023406,6.434031277150304,41
255,7392.78,1.8053186813186812,4095,1249,8.764102564102565,4973,1.8053186813186812,5.918959167333867,42
271,7361.21,1.8139995071463775,4058,1072,10.442336126170527,4793,1.8139995071463775,6.866800373134328,43
23,7325.81,1.7521669457067688,4181,1188,9.158574503707246,5013,1.7521669457067688,6.1665067340067345,44
311,7307.26,1.9595762939125771,3729,1018,10.178063824081523,4280,1.9595762939125771,7.178055009823183,45
92,7297.35,1.7798414634146342,4100,1250,8.466341463414635,4919,1.7798414634146342,5.83788,46
172,7285.19,1.7037394761459306,4276,1434,7.377455565949486,5040,1.7037394761459306,5.080327754532775,47
240,7267.97,1.877058367768595,3872,1247,7.77918388429752,4629,1.877058367768595,5.828364073777065,48
27,7238.69,1.7267867366412213,4192,1154,9.739980916030534,4903,1.7267867366412213,6.272694974003466,49
215,7227.2,1.843673469387755,3920,976,10.618622448979592,4586,1.843673469387755,7.404918032786885,50
193,7223.4800000000005,1.8636429308565532,3876,1175,8.697110423116616,4527,1.8636429308565532,6.147642553191489,51
234,7194.96,1.773468079861967,4057,1195,8.813162435297018,4775,1.773468079861967,6.020887029288703,52
302,7189.99,1.8374623051367236,3913,1169,9.000511116790186,4720,1.8374623051367236,6.15054747647562,53
281,7025.63,1.7027702375181775,4126,1370,8.321861366941347,4912,1.7027702375181775,5.1281970802919705,54
353,7000.09,1.9575195749440717,3576,1025,9.864653243847874,4266,1.9575195749440717,6.829356097560976,55
248,6988.09,1.7660070760677282,3957,995,9.238564569118019,4609,1.7660070760677282,7.023206030150754,56
257,6966.61,1.8562776445510258,3753,955,9.37623234745537,4525,1.8562776445510258,7.294879581151832,57
342,6948.8,1.7997409997409999,3861,1315,8.026418026418026,4503,1.7997409997409999,5.28425855513308,58
356,6935.2,1.722175316612863,4027,1177,6.933945865408493,4685,1.722175316612863,5.8922684791843665,59
249,6903.7,1.8633468286099863,3705,823,10.579757085020242,4346,1.8633468286099863,8.388456865127582,60
107,6894.65,1.75928808369482,3919,1307,8.116356213319724,4623,1.75928808369482,5.275172149961744,61
91,6867.37,1.7117073778664007,4012,1170,8.56530408773679,4727,1.7117073778664007,5.869547008547008,62
362,6848.51,1.7998712220762156,3805,1175,8.128777923784494,4415,1.7998712220762156,5.82851914893617,63
135,6844.17,1.8010973684210527,3800,925,10.561052631578947,4614,1.8010973684210527,7.399102702702703,64
337,6631.25,1.7825940860215055,3720,960,7.59247311827957,4426,1.7825940860215055,6.907552083333333,65
290,6611.01,1.7131407100285048,3859,1044,9.296708991966831,4483,1.7131407100285048,6.332385057471265,66
40,6603.65,1.7790005387931034,3712,1063,8.907327586206897,4344,1.7790005387931034,6.212276575729068,67
275,6598.12,1.8101838134430728,3645,991,8.375308641975309,4288,1.8101838134430728,6.658042381432896,68
333,6585.47,1.827774077157924,3603,967,9.400499583680267,4226,1.827774077157924,6.810206825232679,69
217,6560.75,1.7896208401527551,3666,860,11.432078559738134,4476,1.7896208401527551,7.628779069767442,70
37,6547.91,1.842924289332958,3553,908,10.018012946805516,4297,1.842924289332958,7.21135462555066,71
381,6514.86,1.6653527607361962,3912,1283,7.8323108384458076,4561,1.6653527607361962,5.077833203429462,72
190,6503.16,1.6944137571651903,3838,1316,7.377019280875456,4699,1.6944137571651903,4.94161094224924,73
364,6489.09,1.8985049736688122,3418,991,8.363662960795788,3990,1.8985049736688122,6.548022199798184,74
366,6480.53,1.7672566130351786,3667,1075,8.472866103081538,4176,1.7672566130351786,6.0283999999999995,75
282,6476.27,1.8717543352601158,3460,946,10.497398843930636,4004,1.8717543352601158,6.845951374207188,76
246,6461.12,1.8154313009272267,3559,988,9.085979207642596,4071,1.8154313009272267,6.539595141700405,77
52,6458.57,1.7762843784378437,3636,1222,8.18921892189219,4372,1.7762843784378437,5.285245499181669,78
298,6457.43,1.8108328659562536,3566,1138,8.761918115535615,4286,1.8108328659562536,5.674367311072056,79
154,6436.35,1.6951145641295762,3797,1331,7.681063997893073,4636,1.6951145641295762,4.83572501878287,80
32,6433.0,1.7214343055927215,3737,908,10.242708054589242,4454,1.7214343055927215,7.084801762114537,81
176,6413.4,1.7291453221892692,3709,961,8.860070099757348,4360,1.7291453221892692,6.673673257023933,82
174,6411.12,1.7569525897506166,3649,1055,8.598520142504796,4402,1.7569525897506166,6.076890995260664,83
97,6336.28,1.762035595105673,3596,1127,7.696329254727475,4272,1.762035595105673,5.622253771073646,84
109,6332.53,1.7605031971087017,3597,1276,7.518487628579372,4316,1.7605031971087017,4.962797805642633,85
269,6276.43,1.9112149817295983,3284,913,9.83252131546894,3914,1.9112149817295983,6.874512595837897,86
244,6266.84,1.9750520012606367,3173,864,11.947998739363378,3711,1.9750520012606367,7.253287037037037,87
78,6261.79,1.786530670470756,3505,1074,8.40114122681883,4208,1.786530670470756,5.830344506517691,88
273,6255.87,1.6785269653877113,3727,951,10.227260531258384,4439,1.6785269653877113,6.578201892744479,89
202,6232.2,1.761503674392312,3538,1071,8.149236856981345,4115,1.761503674392312,5.819047619047619,90
191,6211.2,1.852983293556086,3352,866,10.782816229116944,4032,1.852983293556086,7.172286374133949,91
258,6199.09,1.6960574555403558,3655,1115,8.335704514363885,4363,1.6960574555403558,5.55972197309417,92
300,6197.34,1.9198698884758365,3228,779,10.822180916976455,3791,1.9198698884758365,7.955507060333761,93
229,6176.95,1.7857617808615207,3459,1099,8.495808037004915,4078,1.7857617808615207,5.620518653321201,94
69,6172.75,1.8149808879741252,3401,1110,8.15907086151132,4151,1.8149808879741252,5.561036036036036,95
127,6168.11,1.8035409356725145,3420,882,10.385087719298246,4110,1.8035409356725145,6.993321995464853,96
247,6164.05,1.9769243104554202,3118,731,10.841885824246312,3684,1.9769243104554202,8.432352941176472,97
349,6164.02,1.8521694711538463,3328,997,8.170372596153847,3955,1.8521694711538463,6.182567703109329,98
181,6142.81,1.6611168199026503,3698,959,8.244456462952947,4314,1.6611168199026503,6.405432742440042,99
112,6065.0,1.6998318385650224,3568,1119,8.229260089686099,4383,1.6998318385650224,5.420017873100983,100
188,6038.2,1.8694117647058823,3230,855,9.526934984520123,3858,1.8694117647058823,7.062222222222222,101
164,6033.59,1.8890388227927364,3194,863,10.010018785222291,3771,1.8890388227927364,6.991413673232908,102
261,6018.0,1.7726067746686303,3395,879,8.211487481590574,3976,1.7726067746686303,6.84641638225256,103
66,6002.61,1.882285983066792,3189,972,8.307619943555974,3842,1.882285983066792,6.175524691358024,104
111,5986.2300000000005,1.7784402852049912,3366,877,9.425430778371954,4091,1.7784402852049912,6.825803876852908,105
383,5982.81,1.8603264925373135,3216,1025,8.798196517412935,3728,1.8603264925373135,5.8368878048780495,106
65,5979.9800000000005,1.7449606069448498,3427,1152,7.6098628538079955,4046,1.7449606069448498,5.190954861111112,107
116,5977.41,1.793940576230492,3332,899,9.854441776710685,3957,1.793940576230492,6.648954393770857,108
115,5964.54,1.798173047934881,3317,909,8.706059692493216,4016,1.798173047934881,6.561650165016502,109
219,5943.06,1.787924187725632,3324,954,9.227737665463298,3921,1.787924187725632,6.229622641509434,110
106,5912.63,1.7073722206179613,3463,1199,8.318221195495235,4225,1.7073722206179613,4.931301084236864,111
319,5904.97,1.7190596797671034,3435,1020,9.012518195050946,4022,1.7190596797671034,5.789186274509804,112
207,5836.03,1.8777445302445301,3108,787,12.035392535392536,3752,1.8777445302445301,7.415540025412961,113
295,5825.44,1.9056068040562641,3057,890,9.13640824337586,3680,1.9056068040562641,6.54543820224719,114
233,5821.93,1.8159482220835934,3206,877,9.835308796007485,3908,1.8159482220835934,6.638460661345496,115
160,5813.78,1.8784426494345718,3095,762,11.066558966074313,3833,1.8784426494345718,7.629632545931758,116
288,5803.13,1.7861280393967376,3249,794,10.362265312403817,3840,1.7861280393967376,7.308727959697733,117
334,5795.68,1.9039684625492774,3044,883,8.695137976346912,3628,1.9039684625492774,6.563624009060023,118
323,5780.6,1.8143753923414943,3186,769,8.28028876333961,3875,1.8143753923414943,7.51703511053316,119
161,5758.83,1.7361561652095268,3317,1213,6.928851371721435,3932,1.7361561652095268,4.747592745259687,120
9,5745.9800000000005,1.7475608272506085,3288,1087,9.519160583941606,3999,1.7475608272506085,5.286090156393745,121
139,5684.83,1.946193084560082,2921,793,8.803491954809996,3567,1.946193084560082,7.168764186633039,122
329,5667.28,1.8412215724496426,3078,849,9.427875243664717,3643,1.8412215724496426,6.675241460541813,123
41,5664.94,1.7171688390421338,3299,1033,8.542588663231282,3947,1.7171688390421338,5.483969022265247,124
155,5664.75,1.7233799817462732,3287,1209,7.205658655308792,4017,1.7233799817462732,4.685483870967742,125
128,5662.81,1.766867394695788,3205,905,7.477691107644306,3706,1.766867394695788,6.257248618784531,126
206,5636.06,1.7740195152659743,3177,884,8.8146049732452,3765,1.7740195152659743,6.375633484162896,127
292,5633.05,1.7697298146402765,3183,964,9.63147973609802,3721,1.7697298146402765,5.843412863070539,128
147,5568.32,1.7477463904582549,3186,904,7.8229755178907725,3744,1.7477463904582549,6.159646017699115,129
263,5536.74,1.6906076335877862,3275,898,8.755419847328245,3911,1.6906076335877862,6.1656347438752785,130
74,5535.94,1.7305220381369177,3199,1027,7.848702719599875,3794,1.7305220381369177,5.390399221032132,131
3,5515.07,1.7364829974811082,3176,888,9.232682619647354,3772,1.7364829974811082,6.210664414414414,132
113,5490.11,1.859163562478835,2953,889,8.996613613274636,3445,1.859163562478835,6.175601799775028,133
47,5463.66,1.7213799621928165,3174,857,7.936042848141147,3754,1.7213799621928165,6.375332555425904,134
125,5448.09,1.763135922330097,3090,841,9.228802588996764,3681,1.763135922330097,6.478109393579072,135
306,5417.27,1.6771733746130033,3230,911,8.820743034055727,3761,1.6771733746130033,5.946509330406148,136
110,5410.26,1.7491949563530553,3093,867,10.972841901066925,3789,1.7491949563530553,6.240207612456747,137
101,5392.52,1.7451521035598707,3090,1131,7.5025889967637545,3643,1.7451521035598707,4.767922192749779,138
265,5349.18,1.8225485519591142,2935,721,10.935945485519591,3346,1.8225485519591142,7.419112343966713,139
287,5321.21,1.6696611233134608,3187,960,8.673360527141512,3885,1.6696611233134608,5.542927083333334,140
345,5305.26,1.761959481899701,3011,791,8.697110594486881,3517,1.761959481899701,6.707029077117573,141
43,5283.52,1.6709424414927263,3162,849,10.221378874130297,3824,1.6709424414927263,6.223227326266196,142
179,5279.14,1.6183752299202945,3262,985,8.975781729000612,4039,1.6183752299202945,5.359532994923859,143
26,5272.67,1.6937584323803405,3113,924,7.8101509797622874,3692,1.6937584323803405,5.706352813852814,144
58,5268.92,1.8345821727019498,2872,832,9.446030640668523,3391,1.8345821727019498,6.332836538461539,145
12,5253.88,1.771368846931895,2966,817,9.367498314227916,3521,1.771368846931895,6.430697674418605,146
82,5247.52,1.6938411878631376,3098,1028,8.449967721110394,3829,1.6938411878631376,5.104591439688717,147
145,5243.9,1.692672692059393,3098,926,8.459651387992253,3605,1.692672692059393,5.662958963282937,148
98,5216.1,1.706280667320903,3057,978,7.767746156362447,3600,1.706280667320903,5.333435582822086,149
151,5210.11,1.7252019867549668,3020,939,6.720529801324504,3553,1.7252019867549668,5.5485729499467515,150
214,5209.79,1.6665994881637876,3126,1050,6.9414587332053745,3711,1.6665994881637876,4.961704761904762,151
180,5186.88,1.7842724458204335,2907,882,8.618851049191607,3464,1.7842724458204335,5.880816326530613,152
175,5184.92,1.7434162743779422,2974,956,8.656691324815064,3615,1.7434162743779422,5.423556485355649,153
10,5182.71,1.647920508744038,3145,980,7.416216216216216,3655,1.647920508744038,5.288479591836735,154
372,5177.73,1.8334737960339942,2824,695,11.337818696883852,3201,1.8334737960339942,7.449971223021582,155
75,5152.75,1.846202078108205,2791,876,9.018273020422788,3254,1.846202078108205,5.882134703196347,156
143,5130.84,1.7852609603340293,2874,790,8.984690327070286,3390,1.7852609603340293,6.49473417721519,157
169,5128.35,1.7956407563025212,2856,913,7.695728291316526,3396,1.7956407563025212,5.617031763417306,158
279,5118.93,1.7476715602594743,2929,888,7.416524411061796,3368,1.7476715602594743,5.764560810810811,159
146,5110.4,1.7912372940764107,2853,693,9.65825446898002,3350,1.7912372940764107,7.374314574314574,160
121,5105.66,1.6962325581395348,3010,909,8.460797342192691,3626,1.6962325581395348,5.616787678767877,161
173,5101.8,1.7264974619289342,2955,775,8.35228426395939,3487,1.7264974619289342,6.582967741935484,162
149,5046.1,1.80024973242954,2803,697,9.546557260078487,3304,1.80024973242954,7.2397417503586805,163
29,5033.15,1.640531290743155,3068,1022,7.6877444589309,3553,1.640531290743155,4.924804305283757,164
376,5032.52,1.7738879097638351,2837,778,7.878745153330984,3325,1.7738879097638351,6.468534704370181,165
2,5025.04,1.7244474948524364,2914,1013,9.103637611530543,3472,1.7244474948524364,4.960552813425469,166
339,5023.5,1.6470491803278688,3050,983,8.112131147540984,3722,1.6470491803278688,5.110376398779247,167
187,5009.56,1.7132558139534886,2924,884,8.225034199726402,3489,1.7132558139534886,5.666923076923077,168
283,4997.61,1.7401149025069638,2872,975,7.990947075208914,3359,1.7401149025069638,5.125753846153846,169
1,4992.39,1.7286668975069253,2888,761,8.546052631578947,3498,1.7286668975069253,6.56030223390276,170
274,4986.29,1.7135017182130583,2910,667,9.786941580756015,3512,1.7135017182130583,7.475697151424288,171
19,4974.07,1.7355443126308443,2866,716,10.760293091416608,3458,1.7355443126308443,6.947025139664804,172
67,4973.21,1.6886960950764007,2945,711,8.930050933786077,3564,1.6886960950764007,6.994669479606189,173
77,4902.02,1.804203165255797,2717,682,12.576002944423998,3222,1.804203165255797,7.187712609970675,174
317,4884.29,1.6744223517312307,2917,638,10.011655810764484,3392,1.6744223517312307,7.655626959247649,175
80,4879.16,1.7658921462178792,2763,675,9.098081795150199,3235,1.7658921462178792,7.228385185185185,176
340,4836.73,1.945587288817377,2486,919,8.798873692679003,2963,1.945587288817377,5.2630359085963,177
142,4832.12,1.8091052040434294,2671,750,8.606888805690753,3238,1.8091052040434294,6.442826666666667,178
59,4817.74,1.758941219423147,2739,791,7.5355969331872945,3297,1.758941219423147,6.090695322376738,179
96,4810.22,1.7789275147928996,2704,714,8.819156804733728,3168,1.7789275147928996,6.737002801120449,180
216,4809.6,1.8329268292682928,2624,678,10.054878048780488,3089,1.8329268292682928,7.093805309734514,181
210,4806.12,1.731935135135135,2775,860,7.696216216216216,3323,1.731935135135135,5.588511627906977,182
123,4802.87,1.8213386423966629,2637,792,7.377701934015927,3227,1.8213386423966629,6.064229797979798,183
114,4784.93,1.731787911690192,2763,973,6.582699963807456,3166,1.731787911690192,4.9177081192189105,184
354,4777.5,1.8890865954922895,2529,819,7.835112692763938,3091,1.8890865954922895,5.833333333333333,185
286,4763.94,1.8106955530216646,2631,677,8.463321930824781,3102,1.8106955530216646,7.036838995568685,186
358,4762.44,1.7991839818662636,2647,829,7.441632036267473,3089,1.7991839818662636,5.744800965018094,187
348,4697.53,1.891876761981474,2483,654,8.875151026983488,2876,1.891876761981474,7.182767584097859,188
46,4691.03,1.678364937388193,2795,833,8.999284436493738,3330,1.678364937388193,5.631488595438175,189
201,4690.6,1.8082498072474944,2594,709,10.86892829606785,3145,1.8082498072474944,6.6157968970380825,190
158,4687.67,1.7857790476190476,2625,884,7.745523809523809,3153,1.7857790476190476,5.302794117647059,191
183,4670.26,1.7544177310293014,2662,884,7.489105935386927,3090,1.7544177310293014,5.283099547511313,192
163,4667.4,1.7626132930513594,2648,932,8.351586102719033,3223,1.7626132930513594,5.00793991416309,193
72,4628.12,1.7882998454404946,2588,703,8.62789799072643,3001,1.7882998454404946,6.583385490753912,194
225,4618.96,1.9126128364389234,2415,626,10.681987577639752,2892,1.9126128364389234,7.3785303514377,195
230,4584.1,1.784390813546127,2569,752,7.7539898793304785,3023,1.784390813546127,6.095877659574469,196
133,4575.56,1.8164192139737994,2519,717,7.85788011115522,3010,1.8164192139737994,6.381534170153418,197
361,4555.71,1.7935866141732284,2540,834,9.106299212598426,2921,1.7935866141732284,5.462482014388489,198
31,4555.26,1.7386488549618322,2620,795,8.980152671755725,3111,1.7386488549618322,5.72988679245283,199
57,4552.07,1.7851254901960782,2550,702,8.865490196078431,3009,1.7851254901960782,6.484430199430199,200
200,4543.4,1.7288432267884322,2628,902,7.069254185692542,3125,1.7288432267884322,5.037028824833702,201
102,4541.13,1.742567152724482,2606,723,9.559478127398311,3146,1.742567152724482,6.280954356846473,202
45,4523.24,1.7552347691113697,2577,793,8.961195188203337,3039,1.7552347691113697,5.703959646910466,203
55,4520.42,1.7006847253574116,2658,754,7.740030097817908,3127,1.7006847253574116,5.995251989389921,204
194,4518.16,1.8739776026545,2411,725,6.9481542928245545,2976,1.8739776026545,6.231944827586207,205
365,4508.8,1.6277256317689532,2770,1051,7.851263537906137,3335,1.6277256317689532,4.290009514747859,206
136,4506.45,1.797546868767451,2507,840,8.717590745911448,3111,1.797546868767451,5.364821428571428,207
6,4478.96,1.681922643634998,2663,911,7.920015020653398,3099,1.681922643634998,4.916531284302963,208
141,4454.14,1.7344781931464175,2568,783,7.4774143302180685,3001,1.7344781931464175,5.688556832694764,209
197,4451.71,1.7485113904163394,2546,770,9.418303220738414,2989,1.7485113904163394,5.781441558441559,210
157,4447.12,1.730396887159533,2570,889,7.371984435797665,3053,1.730396887159533,5.002384701912261,211
182,4432.78,1.84238570241064,2406,748,8.57356608478803,2855,1.84238570241064,5.926176470588235,212
140,4431.93,1.7285218408736351,2564,801,8.56591263650546,3082,1.7285218408736351,5.532996254681648,213
301,4392.34,1.8038357289527722,2435,632,9.811088295687885,2950,1.8038357289527722,6.94990506329114,214
168,4374.07,1.7186915520628683,2545,876,7.060510805500982,3031,1.7186915520628683,4.993230593607306,215
152,4351.21,1.6296666666666666,2670,790,7.349812734082397,3203,1.6296666666666666,5.507860759493671,216
318,4344.61,1.8254663865546217,2380,773,9.10546218487395,2869,1.8254663865546217,5.62045278137128,217
64,4339.0,1.722508932115919,2519,677,9.39777689559349,3044,1.722508932115919,6.409158050221566,218
209,4323.32,1.6980832678711704,2546,823,7.2875098193244305,3010,1.6980832678711704,5.253122721749696,219
352,4320.13,1.770545081967213,2440,753,7.9024590163934425,2880,1.770545081967213,5.73722443559097,220
252,4318.75,1.744949494949495,2475,826,9.04040404040404,2985,1.744949494949495,5.228510895883777,221
14,4295.13,1.765363748458693,2433,819,8.981504315659679,2966,1.765363748458693,5.244358974358975,222
272,4282.38,1.7302545454545455,2475,581,9.347070707070706,2922,1.7302545454545455,7.370705679862307,223
363,4263.65,1.7459664209664207,2442,654,8.510647010647011,2904,1.7459664209664207,6.519342507645259,224
39,4253.59,1.7909852631578949,2375,848,7.218105263157895,2932,1.7909852631578949,5.016025943396227,225
81,4250.07,1.7978299492385785,2364,681,9.867174280879865,2797,1.7978299492385785,6.240925110132158,226
104,4238.04,1.8259543300301595,2321,592,11.414907367514003,2756,1.8259543300301595,7.158851351351351,227
208,4237.01,1.723062220414803,2459,714,8.727531516876779,2948,1.723062220414803,5.934187675070028,228
195,4228.8,1.6861244019138757,2508,749,7.84170653907496,2968,1.6861244019138757,5.645927903871829,229
177,4185.71,1.7411439267886855,2404,625,11.85108153078203,2905,1.7411439267886855,6.697136,230
171,4174.95,1.6251265083690152,2569,819,7.4908524717789025,3097,1.6251265083690152,5.097619047619047,231
131,4159.12,1.6770645161290323,2480,946,6.474193548387097,2997,1.6770645161290323,4.396532769556026,232
313,4121.16,1.7507051826677995,2354,749,6.337723024638913,2736,1.7507051826677995,5.5022162883845125,233
223,4086.61,1.763750539490721,2317,560,9.681916271040139,2786,1.763750539490721,7.297517857142857,234
291,4080.89,1.7758442123585727,2298,776,6.620539599651871,2729,1.7758442123585727,5.258878865979382,235
165,4079.57,1.7278991952562475,2361,674,8.907666243117323,2768,1.7278991952562475,6.052774480712166,236
294,4058.96,1.7540881590319792,2314,705,10.513396715643907,2790,1.7540881590319792,5.757390070921986,237
49,4040.84,1.7305524625267668,2335,719,8.246680942184154,2771,1.7305524625267668,5.620083449235049,238
267,4027.74,1.7473926247288503,2305,838,7.872885032537961,2775,1.7473926247288503,4.806372315035799,239
25,4026.78,1.6933473507148866,2378,853,6.93650126156434,2833,1.6933473507148866,4.720726846424385,240
150,4021.17,1.7317700258397932,2322,646,8.380275624461671,2705,1.7317700258397932,6.224721362229102,241
68,4012.56,1.6959256128486897,2366,859,9.529585798816568,2925,1.6959256128486897,4.671199068684516,242
63,4005.39,1.7146361301369863,2336,757,8.658818493150685,2830,1.7146361301369863,5.29113606340819,243
62,3999.68,1.7005442176870749,2352,772,7.233843537414966,2818,1.7005442176870749,5.180932642487046,244
50,3999.44,1.7441953772350633,2293,729,7.295246402093327,2745,1.7441953772350633,5.486200274348422,245
24,3962.88,1.8684016973125885,2121,828,5.633191890617633,2520,1.8684016973125885,4.786086956521739,246
93,3938.71,1.6897082797082796,2331,688,8.144144144144144,2811,1.6897082797082796,5.7248691860465115,247
266,3927.21,1.7134424083769633,2292,670,6.684118673647469,2720,1.7134424083769633,5.861507462686567,248
213,3921.67,1.6589128595600677,2364,583,8.12901861252115,2723,1.6589128595600677,6.726706689536878,249
320,3920.74,1.8076256339326877,2169,655,7.869986168741355,2536,1.8076256339326877,5.985862595419847,250
95,3902.2200000000003,1.7197972675187307,2269,599,8.056412516527104,2668,1.7197972675187307,6.514557595993323,251
8,3898.28,1.7008202443280978,2292,707,8.44677137870855,2651,1.7008202443280978,5.513833097595474,252
250,3896.71,1.722683465959328,2262,590,10.3368700265252,2595,1.722683465959328,6.604593220338983,253
212,3894.13,1.8230945692883895,2136,582,9.150280898876405,2519,1.8230945692883895,6.6909450171821305,254
79,3891.28,1.724858156028369,2256,706,8.702570921985815,2815,1.724858156028369,5.511728045325779,255
228,3886.3,1.8847235693501456,2062,628,10.039282250242483,2411,1.8847235693501456,6.188375796178344,256
222,3872.06,1.746531348669373,2217,703,8.393324312133513,2596,1.746531348669373,5.507908961593172,257
347,3870.15,1.8860380116959066,2052,573,9.918615984405458,2451,1.8860380116959066,6.754188481675393,258
129,3864.91,1.7647990867579908,2190,531,10.812785388127853,2568,1.7647990867579908,7.278549905838041,259
85,3831.48,1.893959466139397,2023,627,9.264953040039545,2403,1.893959466139397,6.110813397129187,260
159,3795.53,1.7370846681922198,2185,788,7.451258581235698,2617,1.7370846681922198,4.816662436548223,261
70,3770.68,1.8339883268482489,2056,720,6.779182879377432,2388,1.8339883268482489,5.237055555555555,262
256,3762.68,1.7339539170506912,2170,655,8.9963133640553,2493,1.7339539170506912,5.744549618320611,263
367,3759.48,1.821453488372093,2064,702,7.109980620155039,2447,1.821453488372093,5.355384615384615,264
238,3737.65,1.6760762331838566,2230,527,8.906726457399103,2647,1.6760762331838566,7.092314990512334,265
4,3678.03,1.683308924485126,2185,612,11.197254004576658,2530,1.683308924485126,6.0098529411764705,266
87,3647.85,1.6694965675057207,2185,853,6.701144164759725,2625,1.6694965675057207,4.276494724501759,267
34,3591.26,1.6672516248839369,2154,762,6.855153203342619,2510,1.6672516248839369,4.712939632545932,268
253,3585.61,1.6508333333333334,2172,618,9.887661141804788,2787,1.6508333333333334,5.801957928802589,269
122,3584.73,1.8886880927291887,1898,536,10.768703898840885,2289,1.8886880927291887,6.687929104477612,270
11,3546.62,1.7540158259149357,2022,552,9.291790306627101,2375,1.7540158259149357,6.425036231884058,271
