product_code,description,type,brand,total_revenue,avg_transaction,total_units
9999985027,PRIVATE LABEL LASAGNA Type 2,Type 2,Private Label,11764.01,1.3614176599930563,10518
3620001397,RAGU MAMAS MEAT SAUCE,Type 3,Ragu,11194.15,3.2428012746234067,3795
9999985060,PRIVATE LABEL THIN SPAGHETTI,Type 2,Private Label,11114.17,1.9594799012693935,6005
3620000441,RAGU SPAG SCE GRN PEPP&MU,Type 3,Ragu,11084.34,1.7483186119873817,7576
9999966070,PRIVATE LABEL BUTTERED SYRUP,Type 4,Private Label,11056.51,1.7622744660503666,6917
3620000445,RAGU GS SUPER MUSHROOM,Type 3,Ragu,11030.82,1.7426255924170615,7861
3000005620,QUAKER AUNT JAM BUTR LITE,Type 4,Aunt Jemima,10956.2,3.2328710534080853,3498
601011296,BARILLA BASILICO SAUCE,Type 3,Barilla,10720.26,2.7736765847347997,4802
3000005040,AUNT JEM ORIGINAL PANCAKE MIX,Type 1,Aunt Jemima,10637.86,2.302068816273534,4789
4112907712,CLSCO SAUCE TOMATOE BASIL,Type 3,Classico,10518.99,2.9951566059225514,4185
3620000480,RAGU HEARTY ITAL PSTA SCE,Type 3,Ragu,10436.75,1.703681031668299,7559
3620000446,RAGU GARDEN SUPER VEG SCE,Type 3,Ragu,9927.36,1.8552345356008224,6838
3000005940,A J BUTTER RICH SYRUP,Type 4,Aunt Jemima,9919.76,3.2385765589291546,3118
9999985021,PRIVATE LABEL ELBO MACARONI,Type 2,Private Label,9919.64,0.8923749550197912,13224
3620000464,RAGU ROBUSTO PARM ROMANO,Type 3,Ragu,9917.15,1.6592186715743684,7271
1800000956,PILL H J MMV REG SYRUP,Type 4,Hungry Jack,9867.67,3.399128487771271,2964
5100002794,PREGO SPAG SAUCE MEAT,Type 3,Prego,9822.289999999999,2.216220667870036,5469
3620000350,RAGU TRADITIONAL MUSHROOM,Type 3,Ragu,9486.13,1.6813417227933356,7036
9999985061,PRIVATE LABEL ELBOW MACARONI,Type 2,Private Label,9384.59,1.96741928721174,5058
3000005800,AUNT JEMIMA LITE SYRUP,Type 4,Aunt Jemima,9377.71,3.215949931412894,2977
5100002797,PREGO MUSHROOM SPAG SAUCE,Type 3,Prego,9241.380000000001,3.0681872509960164,3376
3000003690,ANT JEMIMA CONTRY RICH SY,Type 4,Aunt Jemima,9229.13,1.9632269729844711,4807
9999985052,PRIVATE LABEL ELBOW MACARONI,Type 2,Private Label,9060.48,1.4225906735751295,6760
601011292,BARILLA MARINARA PSTA SCE,Type 3,Barilla,9026.52,2.8438941398865785,3999
3620001494,RAGU SAUTEE ONION SPAG SC,Type 3,Ragu,8916.91,3.237803195352215,3162
3620000482,RAGU HEARTY SAUT ON/MUSH,Type 3,Ragu,8891.1,1.623352200109549,6333
4112907763,CLASSICO ALFREDO DI ROMA,Type 3,Classico,8875.8,3.033424470266575,3562
9999967728,PRIVATE LABEL LITE PANCAKE SYRUP,Type 4,Private Label,8746.24,1.749248,5468
3620001499,RAGU SUPER MUSHRM SPGH SC,Type 3,Ragu,8673.36,3.1782191278856726,3052
3620000474,BERTOLLI ALFREDO SAUCE,Type 3,Bertolli,8565.27,3.402967818831943,2930
601011588,BARILLA BOSCAIOLA SAUCE,Type 3,Barilla,8412.92,2.6167713841368583,3784
1510000001,CRMET ELBW MACARONI SMALL,Type 2,Creamette,8399.57,2.659775174160861,3941
2700042274,HUNTS SPAG SCE GARLIC/HER,Type 3,Hunt's,8381.17,1.2949891841779975,8261
5100015055,PREGO HEARTY MT MEATBALL,Type 3,Prego,8201.52,2.6020050761421323,3601
1800028064,H J PANCK BTRMLK COMP MIX,Type 1,Hungry Jack,7940.79,2.108547530536378,3908
9999985261,PRIVATE LABEL COMPLETE PANCAKE MIX,Type 1,Private Label,7901.14,1.4200467289719627,5916
3000005070,A/JEM COMPLETE PANCAKE MI,Type 1,Aunt Jemima,7881.59,2.309285086434222,3536
9999985126,PRIVATE LABEL EXTRA WIDE NOODLES,Type 2,Private Label,7833.24,1.1347588005215123,7874
4112907700,CLSCO SAUCE TOMATO/GARLIC,Type 3,Classico,7827.0,2.8276734104046244,3141
3340061280,LGT N FLUFFY XWIDE EGG ND,Type 2,San Giorgio,7795.2300000000005,1.5142249417249418,5969
3620001375,RAGU ROBUSTO SIX CHEESE,Type 3,Ragu,7769.54,1.6537973605789698,5569
6172005110,KARO RED LABEL SYRUP,Type 4,Karo,7640.67,2.2612222551050607,3654
3620001411,RAGU MEAT SPAGHETTI SAUCE,Type 3,Ragu,7577.39,3.2465252784918595,2642
5100002796,PREGO MUSHROOM SPAG SAUCE,Type 3,Prego,7572.2699999999995,2.0941012168141593,4328
7151800016,*HODGE WHEAT SPAGHETTI,Type 2,Hodgson Mills,7568.74,2.163115175764504,3906
1800000957,PILL H J MWV LITE SYRUP,Type 4,Hungry Jack,7529.37,3.428674863387978,2262
5100015056,PREGO HEARTY MT ITALIAN S,Type 3,Prego,7298.14,2.5589551192145863,3212
7680850106,BARILLA ANGEL HAIR,Type 2,Barilla,7255.61,1.2419736391646696,7624
2700042240,HNT MEAT SPAGHETTI SAUCE,Type 3,Hunt's,7231.23,1.3295146166574736,7333
5100005044,PREGO GARDEN COMBINATON,Type 3,Prego,7205.36,2.063390607101947,4016
9999967648,PRIVATE LABEL HONEY MAPLE SYRUP,Type 4,Private Label,7205.01,1.7424449818621524,4488
1800028067,H J PANCK MX EX LITE COMP,Type 1,Hungry Jack,7200.5599999999995,2.121555686505598,3508
5100001214,PREGO TOM/ONION/GARLIC SC,Type 3,Prego,7134.5,2.097148736037625,3948
7680828009,BARILLA THIN SPAGHETTI PS,Type 2,Barilla,7130.2,1.2134445200816881,7643
3620000217,RAGU CHS CREATN PARM MOZZ,Type 3,Ragu,7086.4,1.996169014084507,4522
5100001588,CLUB-1PREGO SPAG SAUCE,Type 3,Prego,7046.660000000001,4.393179551122195,1774
2920000212,MUELLER SPAGHETTI,Type 2,Mueller,7031.89,1.107384251968504,8803
1510000163,CREAMETTE SPAGHETTI THIN,Type 2,Creamette,7006.64,1.1847548190733852,7017
2066200020,NEWMANS MARINARA SAUCE,Type 3,Newman's,6959.820000000001,2.889090909090909,2840
7680828008,BARILLA SPAGHETTI Type 2,Type 2,Barilla,6943.84,1.2333641207815276,7344
3620000488,RAGU ROBUSTO RSTD GARLIC,Type 3,Ragu,6838.28,1.624680446661915,4850
3620001398,RAGU HEARTY MT CLASSIC IT,Type 3,Ragu,6818.45,3.145041512915129,2335
3620001365,RAGU TOM BASIL/ITAL,Type 3,Ragu,6781.54,1.6016863486065187,4821
3620001495,(S)RAGU CHNKY GRDNSTYL GR,Type 3,Ragu,6680.360000000001,3.1422201317027283,2350
4112907764,CLSCO ALFREDO ROAST GARLC,Type 3,Classico,6628.33,2.9225440917107584,2655
4420979347,M BUTTWRTH ORIGINAL SYRUP,Type 4,Mrs Butterworth,6533.1,4.546346555323591,1455
1510000031,CREAMETTE LASAGNA MACR,Type 2,Creamette,6513.67,1.863711015736767,3999
9999985029,PRIVATE LABEL FETTUCCINI,Type 2,Private Label,6468.76,0.9832436540507676,8732
2066200022,NEWMANS\SOCKAROONI SAUCE,Type 3,Newman's,6213.530000000001,2.8476306141154906,2554
2700042273,HUNT SPAG SCE ITAL 4 CHSE,Type 3,Hunt's,6208.12,1.280288719323572,6181
9999985001,PRIVATE LABEL THIN SPAGHETTI,Type 2,Private Label,6100.33,0.6044119686911721,12665
4420929024,MRS BUTTERWORTH LITE SYRU,Type 4,Mrs Butterworth,6088.25,3.109422880490296,2004
4112927445,CLSCO CABERNET MARINARA,Type 3,Classico,6066.13,2.7460977818017205,2449
1510000007,CREAMETTE ELBOW MACARONI,Type 2,Creamette,6065.22,1.1517698442840867,5829
1510000043,CREAMETTE SPAGHETTI,Type 2,Creamette,6001.55,1.1758522727272727,5975
4112907775,CLSCO SPICY TOMATO SAUCE,Type 3,Classico,5977.66,2.7841918956683744,2390
2700042239,HUNTS SPAG.SAUCE MUSHROOM,Type 3,Hunt's,5935.0,1.23030679933665,5938
4112907702,CLSCO SAUCE ITALIAN SAUSG,Type 3,Classico,5818.13,2.870315737543167,2372
4112907762,CLASSICO FOUR CHEESE SCE,Type 3,Classico,5813.33,2.999654282765738,2299
9999981821,PRIVATE LABEL 100% PURE MAPLE SYRUP,Type 4,Private Label Premium,5729.87,3.3158969907407405,1872
3000005960,A/JEM SYRUP ORIGINAL,Type 4,Aunt Jemima,5724.46,4.420432432432433,1334
5100012910,PREGO RSTD GRLC/HRB SAUCE,Type 3,Prego,5721.5,2.071506154960174,3172
2920000214,MUELLER THIN SPAGHETI,Type 2,Mueller,5712.89,1.078921624173749,7185
2920000213,MUELLER ELBOW MACARONI,Type 2,Mueller,5666.27,1.0900865717583688,6659
5100015057,PREGO HEARTY MT FRSH MUSH,Type 3,Prego,5606.53,2.495117935024477,2527
3620000470,BERTOLLI TOM&BASIL SAUCE,Type 3,Bertolli,5602.78,3.2274078341013825,1958
9999966715,PRIVATE LABEL SPAG SCE TRADITIONAL,Type 3,Private Label,5589.88,1.5575034828643077,4516
9999985067,PRIVATE LABEL VERMICELLI,Type 2,Private Label,5554.52,0.9867685201634394,7433
4112907722,CLASSICO MUSH&RIPE OLIVES,Type 3,Classico,5533.25,2.8595607235142118,2226
9999971306,PRIVATE LABEL HS SPAG SAUCE TOM/BAS,Type 3,Private Label,5504.0,1.5460674157303371,4342
9999985071,PRIVATE LABEL SALAD ROTINI BAG,Type 2,Private Label,5498.29,0.9652896769662921,6730
9999985127,PRIVATE LABEL WIDE EGG NOODLES,Type 2,Private Label,5479.62,1.1016525934861279,5532
7680828073,BARILLA PENNE RIGATE,Type 2,Barilla,5415.0199999999995,1.1600299914310197,5504
9999985033,PRIVATE LABEL PENNE RIGATE,Type 2,Private Label,5376.9800000000005,1.0212687559354228,6228
1800000958,PILL H J BUTTER SYRUP,Type 4,Hungry Jack,5296.32,3.3756022944550668,1587
2920000301,MUELLER LASAGNE,Type 2,Mueller,5267.89,1.84968047752809,3875
3620000218,RAGU CC DBL CHEDDAR,Type 3,Ragu,5166.74,1.9833934740882917,3397
9999985072,PRIVATE LABEL RAINBOW SALAD TWIRLS BAG,Type 2,Private Label,5152.17,1.179796198763453,5501
5100012911,PREGO ITALIAN SAUSAGE,Type 3,Prego,5118.84,2.10738575545492,2844
4112907742,CLASSICO SPICY RED PEPPER,Type 3,Classico,5059.77,2.845764904386952,2033
4112907769,CLASSICO SUN DRIED TOMATO,Type 3,Classico,5013.15,2.906173913043478,2011
9999968191,PRIVATE LABEL ORIG SPAG SAUCE TRAD,Type 3,Private Label,4924.6,3.004636973764491,2097
9999967725,PRIVATE LABEL PANCAKE SYRUP,Type 4,Private Label,4905.59,1.433963753288512,3460
3620000473,BERTOLI MRNRA W/BURG WN S,Type 3,Bertolli,4904.83,3.302915824915825,1677
7468300554,COZY COTTAGE SYRUP S/FREE,Type 4,Cozy Cottage,4879.56,3.255210140093396,1578
9999985260,PRIVATE LABEL COMPLETE PANCAKE MIX,Type 1,Private Label,4871.07,1.4057922077922078,3661
601011297,BARILLA CHAMAPNOLA SAUCE,Type 3,Barilla,4854.34,2.4114952806756085,2363
9999967496,PRIVATE LABEL PANCAKE SYRUP,Type 4,Private Label,4840.88,2.8375615474794844,1820
3620001396,RAGU HEARTY MT SSG/PEP/ON,Type 3,Ragu,4815.3,3.143146214099217,1663
5100001212,PREGO MUSHROOM & GARLIC,Type 3,Prego,4777.69,2.0040645973154363,2643
9999985128,PRIVATE LABEL MEDIUM NOODLES,Type 2,Private Label,4745.06,1.1009419953596289,4748
4112927200,CLASSICO GRD VEG PRIMAVER,Type 3,Classico,4743.04,2.7511832946635733,1930
5100001598,PREGO SAUCE W/MUSHROOMS,Type 3,Prego,4738.76,4.3474862385321105,1194
1600047090,BISQUICK SHK PR BTMK PNK,Type 1,Bisquick,4735.67,1.4302839021443672,4647
3000005560,AUNT JEMIMA LITE SYRUP,Type 4,Aunt Jemima,4714.22,4.506902485659656,1080
1510000167,CREAMETTE ANGEL HAIR PSTA,Type 2,Creamette,4706.17,1.27573055028463,4670
5100002792,PREGO MEAT Type 3,Type 3,Prego,4522.74,3.2167425320056897,1636
7520000936,NRTHWDS BTR MPL FLV SYRUP,Type 4,Northwoods,4519.0,1.7911216805390409,2620
2920000350,MUELLER ELBO MACARONI,Type 2,Mueller,4489.69,1.9503431798436142,2878
9999967586,PRIVATE LABEL CORN SYRUP LITE,Type 4,Private Label,4405.639999999999,1.4959728353140915,3084
5390000032,CARY S SUGR FREE SYRUP,Type 4,Cary's,4358.94,3.5067900241351566,1326
9999981580,PRIVATE LABEL SPAG SCE TRADITION,Type 3,Private Label,4358.93,1.1611427810335644,5186
3620001376,RAGU ROBUSTO ITAL SAUSAGE,Type 3,Ragu,4341.29,1.5978248067721752,3233
3620001364,RAGU CHUNKY G/S MAMAS SCE,Type 3,Ragu,4335.49,1.7062140889413615,3038
4300000120,LOG CABIN SUGAR FREE,Type 4,Log Cabin,4227.56,2.421282932416953,1805
9999971297,PRIVATE LABEL CHNKY SAUC PEP MUS,Type 3,Private Label,4190.68,1.4601672473867597,3357
3000003660,A J COUNTRY RICH LT SYRUP,Type 4,Aunt Jemima,4169.75,1.9884358607534574,2177
4420930112,MRS BUTTERWORTH PANCAKE M,Type 1,Mrs Butterworth,4113.0,1.9337094499294782,2188
6172005010,KARO BLUE LABEL SYRUP,Type 4,Karo,4084.1,2.415198107628622,1825
4112907785,CLASSICO\TRIPLE MUSHROOM,Type 3,Classico,4067.24,2.7800683526999315,1627
9999985070,PRIVATE LABEL SALAD SHELLS,Type 2,Private Label,4054.36,0.9646347846776112,4965
4300000052,LOG CABIN LITE PITCHER PACK,Type 4,Log Cabin,4047.0,3.559366754617414,1179
7680852094,BARILLA GDN VEG Type 2 SCE,Type 3,Barilla,4038.37,2.4327530120481926,1899
3620001368,RAGU LT PARM ALFRDO SAUCE,Type 3,Ragu,4017.5099999999998,1.855662817551963,2650
3340061283,LGT N FLUFFY WIDE EGG NDL,Type 2,San Giorgio,4003.31,1.4648042444200513,3093
7468309949,EMERILS ROSTED GARLIC SCE,Type 3,Emeril's,3983.31,3.1192717306186375,1408
5100013827,PREGO THREE CHSE MARINARA,Type 3,Prego,3955.9,2.8036144578313253,1529
1510000011,CREAMETTE ELBO MACARONI,Type 2,Creamette,3945.5,2.183453237410072,1905
7680850108,BARILLA FARFALLE Type 2,Type 2,Barilla,3945.42,1.1088870151770658,4096
4420979224,M BTTRWRTH SYRUP ORIGINAL,Type 4,Mrs Butterworth,3938.19,2.450647168637212,1628
5100011464,PREGO MUSHROOM SUPREME SC,Type 3,Prego,3932.99,2.029406604747162,2165
9999971291,PRIVATE LABEL CHUNKY SPAGETTI SAUCE,Type 3,Private Label,3896.17,1.5516407805655117,3059
3905955112,SPRNG TREE SF MAPLE SYRUP,Type 4,Spring Tree,3890.33,3.1348348106365833,1309
3620000476,BERTOLLI VID ON W/RST GRL,Type 3,Bertolli,3859.99,3.1717255546425633,1341
9999981585,PRIVATE LABEL CLS ITL GRL&HRB SAUCE,Type 3,Private Label,3854.58,1.073699164345404,4596
7680851558,BARILLA LASAGNA OVEN READ,Type 2,Barilla,3852.85,1.9331911690918213,2892
7130000080,RONZONI CURLY LASAGNE NO,Type 2,Ronzoni,3793.2999999999997,1.835171746492501,2540
9999985036,PRIVATE LABEL SPAGHETTI Type 2,Type 2,Private Label Premium,3779.07,1.13111942532176,4221
2920000351,MUELLER THIN SPAGHETTI,Type 2,Mueller,3763.61,1.8893624497991968,2594
7680851698,BARILLA TORT THREE CHEESE,Type 2,Barilla,3747.64,3.0693202293202293,1446
9999985002,PRIVATE LABEL ELBOW MACARONI,Type 2,Private Label,3661.9900000000002,0.5712932917316693,7712
5100008725,PREGO X CKY GARDEN COMBO,Type 3,Prego,3611.69,2.9774855729596044,1336
3620000439,BERTOLLI OLV OIL&GRLC SCE,Type 3,Bertolli,3610.0299999999997,3.0828608027327067,1267
9999981584,PRIVATE LABEL SPAG SCE FOUR CHEE,Type 3,Private Label,3605.6800000000003,1.0959513677811552,4270
7520000976,NRTHWD MPL FLV SYRUP PLST,Type 4,Northwoods,3605.48,1.7434622823984527,2122
7680852138,BARILLA ITALIAN CHEESE SC,Type 3,Barilla,3598.36,2.4037140948563795,1716
2066200028,NEWMN OWN BOMBOLINA Type 2 SCE,Type 3,Newman's,3598.17,2.6594013303769404,1495
2700042232,CHUNKY TOMATO GARLC ONION,Type 3,Hunt's,3559.3,1.2397422500870778,3618
7680828098,BARILLA ROTINI,Type 2,Barilla,3543.81,1.107786808377618,3725
9999971292,PRIVATE LABEL SPAGETTI SCE W/MUSHRM,Type 3,Private Label,3495.61,1.4450640760644895,2778
601011293,BARILLA SWT PEPPER/GARLIC,Type 3,Barilla,3492.71,2.34410067114094,1721
7468300552,COZY COTTAGE S/F SYRUP,Type 4,Cozy Cottage,3480.35,1.6772771084337348,2247
3620000442,RAGU CHKY GAR SUN TOM/BSL,Type 3,Ragu,3468.71,1.8085036496350366,2239
3340061127,LIGHT N FLUFFY RAINBOW TW,Type 2,San Giorgio,3463.91,2.025678362573099,2243
4300000039,LOG CABIN ORIG SYRUP,Type 4,Log Cabin,3462.57,4.679148648648649,758
3620000475,BERTOLLI ALFREDO MSHRM SC,Type 3,Bertolli,3447.0,3.376101860920666,1142
3340060108,SAN GRGO SPAGHETTI,Type 2,San Giorgio,3443.3,1.2111501934576152,3542
3620000432,BERTOLLI FIVE CHEESE SCE,Type 3,Bertolli,3430.49,3.167580794090489,1196
9999985037,PRIVATE LABEL SPAGHETTINIType 2,Type 2,Private Label Premium,3424.98,1.1277510701350018,3868
2920000206,MUELLER ANGEL HAIR Type 2,Type 2,Mueller,3410.39,1.2055107811947685,4039
9999900443,PRIVATE LABEL BRUSCHETA W/ONIONS,Type 3,Private Label Premium,3406.03,1.8460867208672087,2198
7468309950,EMERILS KCKD UP TOMATO SC,Type 3,Emeril's,3387.01,3.1332192414431086,1189
3340060109,SAN GRGO THIN SPAGHETTI,Type 2,San Giorgio,3378.06,1.2112083183936895,3520
9999966720,PRIVATE LABEL SPAGHTTI SAUCE MEAT,Type 3,Private Label,3371.9500000000003,1.5531782588668817,2692
4112900005,CLSCO BASIL PESTO SAUCE,Type 3,Classico,3348.06,3.1115799256505574,1162
7130000081,RONZONI\OVEN RDY LASAGNE,Type 2,Ronzoni,3282.66,2.2120350404312665,2248
3620000493,BERTLI MED OLV W/SNDRD TM,Type 3,Bertolli,3280.46,3.017902483900644,1165
9999973093,PRIVATE LABEL FF Type 2 SC GRDN VEG,Type 3,Private Label,3261.77,1.5719373493975903,2543
9999985031,PRIVATE LABEL CAPELLINI ANGEL HAIR,Type 2,Private Label Premium,3260.37,1.146402953586498,3663
2920000104,MUELLER THIN SPAGHETTI,Type 2,Mueller,3257.25,0.6770421949698607,7008
7680851697,BARILLA RICOTTA SPINACH T,Type 2,Barilla,3256.75,2.871913580246914,1255
3000005350,A J BTRMLK COMP PNCK MIX,Type 1,Aunt Jemima,3228.98,1.3255254515599344,2488
2920000352,MUELLER REG SPAGHETTI,Type 2,Mueller,3223.37,1.8751425247236766,2228
7680828017,BARILLA LINGUINI Type 2,Type 2,Barilla,3189.7999999999997,1.264288545382481,3212
5100013826,PREGO Type 2 BAKE TOM/GAR/,Type 3,Prego,3187.59,2.736128755364807,1243
9999981582,PRIVATE LABEL SPAG SCE MEAT,Type 3,Private Label,3184.73,1.1069621133124783,3808
4119606056,PROGRESSO WHITE CLAM SCE,Type 3,Classico,3158.2400000000002,4.064658944658945,1061
7520000977,NORTHWDS MAPLE SYRUP,Type 4,Northwoods,3110.43,2.7356464379947227,1172
9999985132,PRIVATE LABEL YOLK FREE NOODLES,Type 2,Private Label,3098.39,1.1471269900037022,3159
9999981581,PRIVATE LABEL SPAG SCE MUSHROOM,Type 3,Private Label,3083.27,1.0613666092943201,3670
9999971309,PRIVATE LABEL HS SPAG SCAUCE W/MUSH,Type 3,Private Label,3062.81,1.4682694151486098,2452
9999968193,PRIVATE LABEL ORIG SPAG SC MUSHROOM,Type 3,Private Label,3017.91,2.784049815498155,1291
5100005043,PREGO THREE CHEESE Type 2,Type 3,Prego,3003.45,2.055749486652977,1664
3620000050,RAGU SAUCE O/W PLAIN,Type 3,Ragu,2993.94,1.574928984744871,2144
7680850738,BARILLA FETTUCCINE PSTA,Type 2,Barilla,2979.61,1.2261769547325103,3014
7151800024,HODG MILL WHO WHT SPIRALS,Type 2,Hodgson Mills,2939.2000000000003,1.817687074829932,1755
9999981175,PRIVATE LABEL X WIDE EGG NOODLES,Type 2,Private Label Value,2936.82,0.9689277466182779,3510
9999968192,PRIVATE LABEL ORIG SPAG SAUCE W/MT,Type 3,Private Label,2896.9,2.9560204081632655,1231
9999985133,PRIVATE LABEL SPAGHETTI,Type 2,Private Label,2857.87,0.5676007944389275,7341
4420930142,MRS BTRWRTH PCAKE MIX COM,Type 1,Mrs Butterworth,2841.57,1.922577807848444,1517
7130000008,RONZONI SPAGHETTI #8,Type 2,Ronzoni,2831.05,1.2335729847494554,3024
7173000715,NO YOLKS EXTRA BROAD NOOD,Type 2,No Yolks,2821.0,2.0309575233981283,1508
7173000720,NO YOLKS DUMPLINGS NOODLE,Type 2,No Yolks,2769.8399999999997,2.1290084550345885,1480
5100013830,PREGO HEARTY MEAT SAUCE,Type 3,Prego,2754.9900000000002,2.7772076612903227,1072
9999985028,PRIVATE LABEL RIGATONI,Type 2,Private Label,2715.27,1.0246301886792453,3298
7680851708,BARILLA JUMBO SHELS 12 OZ,Type 2,Barilla,2691.82,1.6060978520286397,2024
3620000471,BERTOLLI MUSHROOM&GRLC SC,Type 3,Bertolli,2678.92,3.075683122847302,938
7468309946,EMERIL HOMESTYLE MARINA R,Type 3,Emeril's,2655.73,3.2949503722084366,916
5100002548,PREGO SPAG SAUCE PLAIN,Type 3,Prego,2654.75,1.608939393939394,1790
9999981583,PRIVATE LABEL CLS ITL RSTD GRLC&ON,Type 3,Private Label,2617.34,1.0473549419767907,3110
3905972884,SPRING TREE MAPLE SYRUP,Type 4,Spring Tree,2615.94,4.178817891373802,670
2920000218,MUELLER VERMICELLI,Type 2,Mueller,2614.7000000000003,1.100462962962963,3365
2920000103,MUELLER ELBOWS,Type 2,Mueller,2610.22,0.6530447835876907,5586
1480071124,GRANDMA MOLASES-YELOW,Type 4,Grandma Molases,2604.9700000000003,2.4528907721280606,1157
3000005550,C**AUNT JEMIMA LITE SYRUP,Type 4,Aunt Jemima,2593.29,2.472154432793136,1057
9999971884,PRIVATE LABEL IMITATION TABLE SYRUP,Type 4,Private Label Value,2573.48,1.6953096179183136,1592
7130000009,RONZONI\THIN SPAG NOODLES,Type 2,Ronzoni,2570.7400000000002,1.1663974591651545,2808
5100005045,PREGO ZESTY MUSH/X SPICY,Type 3,Prego,2569.11,2.1197277227722773,1415
9999971308,PRIVATE LABEL HS SPAG SCAUCE W/BEEF,Type 3,Private Label,2553.45,1.5029134785167744,2038
7468309945,EMERIL SCE PEPR PSTA,Type 3,Emeril's,2536.33,2.990955188679245,911
1510002702,HEALTHY HARVEST SPAHETTI,Type 2,Healthy Harvest,2532.71,1.8090785714285715,1670
9999973094,PRIVATE LABEL FF Type 2 SC CHKY MUSH,Type 3,Private Label,2524.82,1.5537353846153847,1986
5100001210,PREGO MUSH & GRN PEPPER S,Type 3,Prego,2524.22,2.0707301066447905,1412
5390000031,CARY SUGARFREE SYRUP,Type 4,Cary's,2489.16,2.2404680468046805,1129
2066200265,NEWMAN SPAG SCE TOM/GRLC,Type 3,Newman's,2478.8500000000004,2.6314755838641193,1064
1510000256,CREAMETTE ROTINI MACARONI,Type 2,Creamette,2470.75,1.1754281636536632,2433
2700042254,HUNT SPAG SAUCE ITL SAUS,Type 3,Hunt's,2421.89,1.265355276907001,2429
7468300310,MAPLE GROVE SYRUP DRK AMB,Type 4,Maple Grove,2393.12,6.104897959183673,413
9999966721,PRIVATE LABEL SPAG SAUCE MUSHROOM,Type 3,Private Label,2391.37,1.489022415940224,1918
9999985038,PRIVATE LABEL FETTUCCINE SPAGHETI,Type 2,Private Label Premium,2387.76,1.1452086330935254,2648
9999985048,PRIVATE LABEL FARFALLE BOWTIES,Type 2,Private Label Premium,2383.81,1.059942196531792,2631
7173000722,NO YOLKS X BRD EGG NOODLE,Type 2,No Yolks,2347.38,1.0674761255115963,2802
7468309947,EMERILS VODKA SAUCE,Type 3,Emeril's,2345.13,3.1605525606469005,836
7680851709,BARILLA MANICOTTI,Type 2,Barilla,2338.16,1.6069828178694157,1765
4112900006,CLASSICO SUN DRIED TOMATO,Type 3,Classico,2308.4900000000002,3.0738881491344876,805
3800007268,KELLOGG EGGO BUTTERY SYRU,Type 4,Kellogg,2286.54,3.1625726141078836,731
9999985032,PRIVATE LABEL LINGUINE SPAGHETTI,Type 2,Private Label Premium,2253.62,1.195554376657825,2443
6172005210,KARO WAFFLE SYRUP,Type 4,Karo,2253.62,2.374731296101159,1022
4144900110,KRUSTEAZ COMP BM PANCAKE,Type 1,Krusteaz,2250.48,2.2893997965412005,1016
3620001510,RAGU HEARTY ITAL TOM SCE,Type 3,Ragu,2243.78,3.457288135593221,758
5100012014,PREGO MUSHROOM PARMSAN,Type 3,Prego,2235.88,2.043765996343693,1231
